Asian,Black,Native,White,2+,Hispanic 
0.0,9.28,0.0,77.22,4.64,6.33
0.65,10.08,0.65,84.38,1.88,2.35
0.49,31.6,0.82,62.2,2.45,2.44
0.49,31.6,0.82,62.2,2.45,2.44
0.49,31.6,0.82,62.2,2.45,2.44
0.49,31.6,0.82,62.2,2.45,2.44
0.62,3.81,0.57,91.39,1.89,1.72
0.0,0.0,0.0,91.33,0.0,6.36
1.29,0.0,0.0,92.05,3.04,2.51
1.29,0.0,0.0,92.05,3.04,2.51
0.58,11.25,0.42,83.59,1.83,2.32
0.58,11.25,0.42,83.59,1.83,2.32
0.58,11.25,0.42,83.59,1.83,2.32
0.84,5.4,0.37,85.59,3.14,4.66
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
1.08,1.25,0.2,89.24,1.02,7.2
0.0,0.0,0.0,93.46,0.0,5.61
0.48,0.79,0.12,93.99,1.12,3.5
0.0,0.0,0.0,0.0,0.0,0.0
0.59,5.6,0.88,88.86,1.68,2.39
0.52,37.41,0.48,57.45,2.14,2.0
0.0,1.27,0.0,94.69,1.27,1.91
0.0,0.0,0.0,87.68,1.93,8.21
0.33,0.36,0.14,95.07,1.0,3.1
0.58,0.62,0.14,95.28,1.44,1.94
0.0,0.0,0.0,0.0,0.0,0.0
0.45,5.12,0.67,89.62,1.35,2.79
0.53,12.76,2.08,79.69,1.77,3.17
0.54,2.98,0.25,92.68,1.28,2.27
0.65,1.87,1.92,91.66,2.02,1.88
0.0,0.0,0.0,0.0,0.0,0.0
0.97,3.4,4.11,88.26,1.49,1.77
0.56,0.0,0.0,94.14,1.05,3.63
0.0,0.0,0.0,90.16,0.0,9.84
0.0,0.0,0.0,90.16,0.0,9.84
0.0,0.0,0.0,99.35,0.0,0.0
6.61,0.0,0.0,87.6,0.0,0.0
0.69,0.0,0.0,94.41,0.98,3.17
0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.89,0.3,94.83,1.37,1.98
0.63,0.89,0.3,94.83,1.37,1.98
0.0,0.0,0.0,0.0,0.0,0.0
0.51,2.98,0.78,92.35,1.3,2.08
0.63,1.07,0.23,94.31,1.26,2.5
0.65,0.39,0.17,95.24,1.22,2.33
0.68,2.0,0.27,92.94,1.33,2.79
0.68,2.0,0.27,92.94,1.33,2.79
0.57,0.0,0.0,95.38,0.64,3.34
0.0,0.0,0.0,0.0,0.0,0.0
1.31,1.65,0.15,89.28,1.13,6.47
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.12,0.2,96.7,0.73,1.47
0.74,2.69,0.28,92.44,1.35,2.5
0.0,0.0,0.0,0.0,0.0,0.0
0.75,14.39,0.59,80.08,1.94,2.25
1.3,0.53,0.53,94.78,1.43,1.43
0.0,0.0,0.0,96.31,0.89,2.23
6.73,48.58,0.92,37.49,2.35,3.93
0.9,0.0,0.0,95.54,1.16,2.1
0.9,0.0,0.0,95.54,1.16,2.1
0.9,0.0,0.0,95.54,1.16,2.1
0.9,0.0,0.0,95.54,1.16,2.1
0.9,0.0,0.0,95.54,1.16,2.1
0.9,0.0,0.0,95.54,1.16,2.1
0.9,0.0,0.0,95.54,1.16,2.1
0.48,5.28,1.0,88.91,1.95,2.38
0.0,0.65,0.0,97.51,0.55,1.11
0.7,0.31,0.04,95.72,1.03,2.19
0.7,0.31,0.04,95.72,1.03,2.19
0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.7,0.44,92.62,1.4,2.84
0.0,0.0,0.0,0.0,0.0,0.0
0.59,0.0,0.0,93.72,1.01,4.28
0.0,0.0,0.0,95.61,1.15,1.91
1.67,2.01,0.65,91.71,1.64,2.32
0.0,0.0,0.0,94.89,0.0,3.6
0.74,0.45,0.11,95.22,1.31,2.16
0.66,0.0,0.0,95.48,0.88,2.87
0.66,1.97,1.94,91.87,1.66,1.91
0.66,1.97,1.94,91.87,1.66,1.91
0.55,11.79,0.76,82.58,1.89,2.43
0.63,0.0,0.0,95.86,0.95,1.98
0.63,0.0,0.0,95.86,0.95,1.98
1.05,0.0,0.0,94.06,1.14,3.1
0.47,31.71,0.26,63.05,2.46,2.05
0.64,0.45,0.27,95.71,1.13,1.8
0.64,0.45,0.27,95.71,1.13,1.8
0.64,0.45,0.27,95.71,1.13,1.8
0.0,0.0,0.0,0.0,0.0,0.0
0.66,3.07,0.6,91.91,1.5,2.26
0.0,0.0,0.0,0.0,0.0,0.0
0.73,3.31,0.3,92.05,1.51,2.1
0.0,0.0,0.0,100.0,0.0,0.0
0.55,23.94,0.88,69.65,2.33,2.65
0.82,0.45,0.0,94.57,1.08,3.09
0.0,0.0,0.0,0.0,0.0,0.0
1.41,0.0,0.0,80.36,1.54,16.69
0.62,14.07,0.82,80.13,1.94,2.42
0.79,1.16,0.06,94.83,0.93,2.24
0.6,21.06,0.63,73.22,2.16,2.33
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.31,0.72,94.63,1.65,2.12
0.56,0.31,0.72,94.63,1.65,2.12
0.73,2.34,0.51,92.74,1.61,2.07
0.0,0.0,0.0,0.0,0.0,0.0
94.97,0.39,0.4,1.92,1.74,0.58
1.15,0.76,0.29,94.58,1.37,1.86
0.0,0.0,0.0,0.0,0.0,0.0
0.63,0.49,0.5,95.07,1.13,2.18
0.86,5.24,0.32,89.63,1.48,2.47
0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.35,0.37,94.6,1.59,2.34
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,94.06,0.0,4.55
0.0,0.0,0.0,0.0,0.0,0.0
0.59,2.2,0.69,92.37,1.84,2.3
0.57,15.92,0.69,77.8,2.04,2.98
0.0,0.0,0.0,0.0,0.0,0.0
13.43,13.96,0.59,65.23,2.06,4.74
0.46,15.75,0.98,78.74,1.85,2.22
0.0,1.25,0.0,90.02,1.5,6.48
0.0,0.0,0.0,95.38,1.85,1.62
0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.0,0.0,95.26,0.93,2.19
0.7,0.45,0.07,95.31,0.96,2.5
0.54,19.85,0.61,74.7,2.02,2.28
0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.74,0.03,95.01,0.9,2.64
0.68,0.74,0.03,95.01,0.9,2.64
0.0,0.0,0.0,0.0,0.0,0.0
0.45,32.26,0.97,61.32,2.42,2.57
0.57,15.83,1.0,78.33,1.84,2.43
0.62,29.15,0.68,64.25,2.26,3.04
0.83,0.48,0.18,94.52,1.52,2.47
0.0,0.0,0.0,95.71,1.26,1.64
0.52,37.91,1.08,55.36,2.35,2.79
0.0,0.0,0.0,0.0,0.0,0.0
0.54,25.13,0.91,68.68,2.33,2.41
6.63,6.13,0.92,82.01,1.95,2.37
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.93,0.0,61.32,2.6,2.29
0.63,17.13,0.53,77.26,2.06,2.39
0.0,0.0,0.0,0.0,0.0,0.0
0.48,18.13,0.41,75.68,1.83,3.47
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.7,2.85,0.67,92.11,1.55,2.11
0.5,32.34,1.2,61.47,2.27,2.22
0.8,10.21,2.14,82.44,1.8,2.6
0.47,42.39,0.67,51.4,2.8,2.26
0.0,0.0,0.0,0.0,0.0,0.0
0.62,6.87,1.33,86.99,1.8,2.38
0.43,12.97,1.15,81.22,2.04,2.18
0.49,24.69,0.81,69.38,2.34,2.29
0.96,0.17,0.11,94.34,1.48,2.93
0.48,0.0,0.0,95.56,1.22,2.5
0.67,0.0,0.0,95.2,1.19,2.43
0.0,0.0,0.0,0.0,0.0,0.0
0.45,33.98,0.86,59.63,2.56,2.51
0.0,0.0,0.0,98.1,0.0,0.0
0.84,30.68,1.87,61.43,2.34,2.84
0.86,0.0,0.0,95.74,1.17,2.15
0.59,2.7,0.41,92.21,1.49,2.61
1.84,0.81,0.0,92.51,1.04,3.8
0.0,0.0,0.0,0.0,0.0,0.0
0.42,37.28,0.76,56.79,2.37,2.38
0.5,29.49,0.87,64.31,2.46,2.37
93.78,0.0,0.0,2.09,3.56,0.46
93.78,0.0,0.0,2.09,3.56,0.46
94.93,0.37,0.04,2.22,1.63,0.81
0.46,27.42,0.84,66.88,2.2,2.2
0.46,27.42,0.84,66.88,2.2,2.2
87.73,0.5,0.13,4.19,2.72,4.74
1.23,0.65,0.17,94.75,1.53,1.67
0.39,53.04,1.06,39.89,3.12,2.5
0.0,0.0,0.0,0.0,0.0,0.0
0.42,37.49,0.73,56.7,2.37,2.29
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.97,0.0,0.0,93.31,0.0,4.72
0.54,34.63,0.94,58.97,2.56,2.36
0.54,34.63,0.94,58.97,2.56,2.36
0.68,2.41,0.83,91.62,1.84,2.62
0.44,38.48,1.0,55.19,2.61,2.29
9.76,54.19,0.99,29.59,2.49,2.98
3.71,15.43,0.8,76.09,1.77,2.19
0.43,0.4,0.22,95.24,1.7,2.01
7.25,1.86,0.53,86.07,1.23,3.05
0.0,0.0,0.0,0.0,0.0,0.0
1.67,4.57,0.47,89.08,1.77,2.43
0.0,0.0,0.0,98.1,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
2.25,3.94,0.0,87.32,0.0,3.94
0.75,0.39,0.16,94.84,1.29,2.56
0.75,0.39,0.16,94.84,1.29,2.56
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.65,2.22,0.43,92.87,1.54,2.29
0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.26,0.09,95.33,1.06,2.55
0.55,10.8,0.66,83.78,2.03,2.18
0.64,16.22,0.54,78.09,1.81,2.69
0.64,16.22,0.54,78.09,1.81,2.69
0.62,13.63,0.61,80.82,1.87,2.45
0.62,13.63,0.61,80.82,1.87,2.45
0.62,13.63,0.61,80.82,1.87,2.45
0.0,0.0,0.0,99.2,0.0,0.0
0.65,0.65,0.27,94.94,1.28,2.21
0.65,0.65,0.27,94.94,1.28,2.21
0.0,0.0,0.0,0.0,0.0,0.0
1.23,22.76,0.98,70.16,2.31,2.55
0.65,0.43,0.17,95.29,0.93,2.54
0.0,0.0,0.0,95.65,0.0,4.35
0.0,0.0,0.0,94.55,0.0,4.33
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.82,5.63,1.42,84.29,3.13,4.7
0.67,1.16,0.47,94.36,1.88,1.46
0.61,16.88,0.92,77.14,2.12,2.33
0.0,1.75,0.0,94.76,0.0,0.0
0.66,5.47,0.43,89.21,2.03,2.19
0.66,5.47,0.43,89.21,2.03,2.19
0.0,0.0,0.0,0.0,0.0,0.0
0.63,6.52,0.61,86.8,2.03,3.4
0.0,0.0,0.0,96.57,0.0,3.12
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,97.67,0.0,2.03
0.0,0.0,0.0,0.0,0.0,0.0
0.56,5.28,0.29,89.96,1.61,2.31
0.74,24.65,0.93,68.87,2.3,2.5
0.84,14.58,0.16,80.79,1.56,2.07
0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.65,0.75,94.77,0.85,2.24
0.0,0.41,0.0,94.16,0.73,4.3
0.59,14.07,0.77,80.38,1.77,2.42
0.59,14.07,0.77,80.38,1.77,2.42
0.0,0.0,0.0,0.0,0.0,0.0
0.56,34.84,1.2,58.23,2.58,2.58
0.0,0.0,0.0,99.31,0.0,0.0
1.68,0.0,0.0,94.03,1.38,2.6
0.56,0.45,0.43,95.05,1.38,2.12
0.0,0.0,0.0,94.38,1.93,2.46
0.55,1.24,0.14,92.42,0.93,4.72
2.95,13.6,0.58,55.63,4.21,23.02
2.95,13.6,0.58,55.63,4.21,23.02
2.95,13.6,0.58,55.63,4.21,23.02
2.95,13.6,0.58,55.63,4.21,23.02
28.82,1.7,0.36,61.77,4.31,3.03
0.85,1.06,0.43,93.72,1.58,2.37
0.85,1.06,0.43,93.72,1.58,2.37
0.73,1.7,0.27,93.71,1.53,2.06
0.0,0.0,0.0,0.0,0.0,0.0
0.69,0.48,0.23,95.26,1.26,2.08
0.69,0.48,0.23,95.26,1.26,2.08
0.63,4.28,0.24,91.1,1.48,2.27
0.56,26.77,0.71,67.31,2.19,2.46
0.63,3.53,0.85,91.24,1.4,2.35
0.52,0.39,0.1,94.68,0.82,3.5
0.73,3.58,0.29,91.23,1.83,2.34
0.0,0.0,0.0,0.0,0.0,0.0
1.08,0.0,0.0,95.77,0.59,2.17
0.76,3.06,0.0,92.99,0.0,2.17
0.54,12.04,0.57,82.74,1.9,2.22
0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.0,0.0,90.27,1.11,7.16
0.0,0.0,0.0,95.56,0.0,2.35
0.0,0.0,0.0,95.56,0.0,2.35
0.0,0.0,0.0,95.56,0.0,2.35
0.46,0.0,0.0,93.42,0.79,4.97
0.0,0.0,0.0,97.71,0.0,1.43
0.69,0.46,0.0,95.19,0.76,2.9
80.74,2.83,0.68,12.28,1.95,1.51
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.52,0.56,0.16,96.04,0.8,1.92
0.54,1.65,0.47,94.33,0.97,2.04
0.5,21.46,0.65,73.74,1.67,1.98
0.5,21.46,0.65,73.74,1.67,1.98
0.68,3.25,0.27,92.29,1.27,2.24
0.53,29.68,0.46,65.58,2.01,1.75
0.6,2.75,0.83,91.73,1.75,2.35
0.83,2.59,0.31,92.19,1.42,2.67
0.96,0.0,0.0,94.58,1.29,2.88
0.57,19.5,0.49,75.15,1.95,2.34
0.0,17.46,0.0,78.55,0.0,3.24
0.63,6.81,0.84,87.42,1.94,2.35
0.58,7.08,0.53,87.99,1.44,2.38
0.55,4.07,0.15,91.67,1.63,1.92
0.0,5.02,0.0,90.98,1.02,2.25
0.4,41.94,0.56,52.43,2.27,2.41
0.0,0.0,0.0,94.0,5.0,0.0
0.64,0.31,0.21,94.96,1.02,2.86
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,99.19,0.0,0.0
0.82,1.56,0.31,91.98,1.27,4.06
0.64,0.0,0.0,96.38,0.53,2.24
0.51,12.92,0.58,82.18,1.62,2.21
0.0,0.0,0.0,0.0,0.0,0.0
0.5,22.7,0.64,51.1,1.53,23.52
0.0,0.0,0.0,0.0,0.0,0.0
0.54,10.76,0.66,84.11,1.77,2.17
0.54,10.76,0.66,84.11,1.77,2.17
0.64,0.64,0.24,94.24,1.15,3.1
0.0,0.0,0.0,0.0,0.0,0.0
0.7,2.43,0.79,64.14,1.13,30.81
0.7,2.43,0.79,64.14,1.13,30.81
0.63,3.36,0.48,91.24,1.4,2.89
0.61,14.82,0.98,79.11,1.99,2.49
0.77,0.97,0.11,94.47,1.19,2.49
0.77,0.97,0.11,94.47,1.19,2.49
0.72,4.31,0.57,90.54,1.8,2.06
0.0,2.37,0.0,88.1,1.05,7.5
0.0,0.0,0.0,0.0,0.0,0.0
0.0,32.31,0.0,56.12,0.0,10.88
0.0,0.0,0.0,0.0,0.0,0.0
0.58,11.53,0.68,83.11,1.76,2.34
0.58,11.53,0.68,83.11,1.76,2.34
0.58,11.53,0.68,83.11,1.76,2.34
0.58,11.53,0.68,83.11,1.76,2.34
0.0,0.0,0.0,0.0,0.0,0.0
0.57,19.29,0.6,74.92,2.02,2.6
0.68,36.39,0.47,58.11,2.39,1.97
0.68,36.39,0.47,58.11,2.39,1.97
0.0,0.0,0.0,0.0,0.0,0.0
1.66,0.0,0.0,92.64,1.66,3.09
0.0,1.16,0.0,95.35,1.4,2.09
0.67,15.97,1.16,77.66,2.0,2.55
2.68,0.79,0.33,91.75,1.46,2.98
96.45,0.12,0.03,0.95,1.83,0.63
0.51,0.26,0.84,94.73,1.83,1.83
0.59,0.84,0.24,94.9,1.16,2.26
0.59,0.84,0.24,94.9,1.16,2.26
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.72,2.07,92.23,2.14,2.19
0.55,6.55,1.19,87.84,1.75,2.12
0.55,6.55,1.19,87.84,1.75,2.12
0.55,6.55,1.19,87.84,1.75,2.12
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.41,53.01,7.64,33.58,3.09,2.28
0.72,0.36,0.28,94.72,1.26,2.66
3.41,0.66,0.0,88.33,0.96,6.64
0.5,0.14,0.11,96.46,1.0,1.78
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.41,0.19,94.25,1.04,3.43
72.98,0.79,0.16,23.34,1.74,1.0
0.54,24.79,0.88,69.17,2.35,2.26
0.0,0.0,0.0,93.64,4.05,0.0
0.56,0.64,1.23,91.92,1.32,4.32
94.78,0.38,0.65,2.1,1.65,0.44
94.78,0.38,0.65,2.1,1.65,0.44
94.78,0.38,0.65,2.1,1.65,0.44
94.78,0.38,0.65,2.1,1.65,0.44
0.65,3.35,1.05,91.45,1.25,2.25
0.9,3.6,0.5,90.68,1.68,2.64
0.0,0.0,0.0,91.94,0.0,5.38
0.0,0.0,0.0,96.11,0.0,2.65
0.88,1.91,0.33,93.58,1.48,1.82
0.98,0.0,0.0,93.23,1.07,4.27
0.0,0.0,0.0,97.19,0.0,2.11
0.52,9.68,0.6,85.1,1.82,2.29
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,59.59,0.0,39.59
0.0,0.0,0.0,0.0,0.0,0.0
0.8,3.82,0.52,90.5,1.71,2.65
0.65,5.15,0.55,89.6,1.65,2.39
0.65,5.15,0.55,89.6,1.65,2.39
0.0,0.0,0.0,0.0,0.0,0.0
0.4,9.55,1.85,84.2,1.42,2.57
0.34,0.0,0.0,95.34,1.28,2.63
0.77,1.72,0.32,92.68,1.47,3.05
0.63,0.48,0.29,95.44,1.16,2.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.98,11.84,0.19,82.04,1.86,3.09
6.14,0.0,0.0,75.03,12.96,4.88
0.77,0.0,0.0,93.83,0.54,4.63
0.99,1.76,0.0,94.09,1.04,2.12
0.69,1.77,0.33,93.67,1.18,2.35
0.0,0.0,0.0,93.27,2.36,4.04
0.68,2.5,0.54,92.05,1.67,2.55
0.5,1.27,0.2,94.42,1.39,2.21
0.5,1.27,0.2,94.42,1.39,2.21
0.51,22.63,1.05,71.29,2.3,2.22
0.44,28.24,0.58,66.05,2.07,2.62
0.91,1.87,0.34,92.93,1.36,2.59
0.91,1.87,0.34,92.93,1.36,2.59
0.7,0.43,0.13,95.27,1.16,2.31
0.7,0.43,0.13,95.27,1.16,2.31
0.7,0.43,0.13,95.27,1.16,2.31
0.7,0.43,0.13,95.27,1.16,2.31
0.9,23.46,0.57,70.35,1.97,2.75
0.65,0.45,0.22,94.78,1.15,2.74
0.5,19.42,0.63,74.39,3.01,2.06
0.36,0.0,0.0,96.7,0.57,1.79
3.19,0.0,0.0,92.02,3.19,0.0
1.37,0.0,0.0,92.24,1.6,4.34
0.61,16.72,0.85,77.27,2.15,2.4
0.52,20.61,0.89,73.42,2.11,2.46
0.83,4.35,0.26,79.74,1.16,13.66
1.54,14.26,0.31,79.06,2.73,2.09
1.54,14.26,0.31,79.06,2.73,2.09
1.09,1.46,0.15,85.26,1.0,11.05
0.74,0.0,0.0,96.36,0.63,1.9
0.0,0.0,0.0,0.0,0.0,0.0
0.77,0.0,0.0,96.14,0.9,1.7
0.73,0.0,0.0,96.11,0.78,2.08
0.0,0.0,0.0,0.0,0.0,0.0
0.69,7.03,0.86,87.26,1.92,2.24
9.69,9.04,1.54,75.2,1.96,2.57
9.69,9.04,1.54,75.2,1.96,2.57
0.82,40.83,0.56,51.84,2.77,3.18
0.77,0.41,0.17,95.7,0.93,2.03
0.77,0.41,0.17,95.7,0.93,2.03
1.36,5.92,0.1,88.22,1.26,3.13
1.36,5.92,0.1,88.22,1.26,3.13
0.88,21.41,0.42,72.86,1.77,2.65
0.0,0.0,0.0,96.92,0.0,2.42
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.69,0.34,0.23,95.31,1.29,2.14
1.31,19.12,1.84,70.66,2.57,4.51
0.5,0.43,0.14,93.85,0.94,4.14
0.0,0.0,0.0,0.0,0.0,0.0
6.9,3.83,0.0,76.32,0.0,9.54
0.0,0.0,0.0,0.0,0.0,0.0
0.65,3.17,0.52,91.41,1.85,2.4
1.47,17.17,0.47,69.37,2.06,9.45
1.47,17.17,0.47,69.37,2.06,9.45
1.47,17.17,0.47,69.37,2.06,9.45
0.0,0.0,12.47,80.63,4.16,1.86
0.0,0.0,12.47,80.63,4.16,1.86
23.02,1.27,1.04,13.97,2.63,58.07
0.66,29.99,3.9,60.21,2.43,2.8
0.0,0.0,0.0,0.0,0.0,0.0
4.98,0.0,0.0,60.17,5.39,25.73
4.23,0.88,0.5,88.01,3.56,2.83
1.06,0.61,0.5,94.49,1.12,2.22
0.75,2.39,3.36,89.22,2.13,2.16
1.21,0.74,0.21,94.77,1.45,1.63
6.7,0.0,0.0,85.46,1.48,5.65
91.74,0.94,0.34,3.59,2.7,0.7
0.51,0.62,0.49,94.88,1.42,2.08
0.73,0.35,0.06,96.05,1.05,1.77
0.69,7.48,0.81,87.32,1.39,2.31
0.58,3.88,0.55,91.21,1.61,2.16
1.48,21.19,0.75,72.07,2.15,2.36
1.48,21.19,0.75,72.07,2.15,2.36
0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.2,0.25,95.22,1.33,2.21
1.15,19.9,1.02,72.96,1.66,3.32
0.64,18.5,0.95,75.83,1.9,2.18
0.64,18.5,0.95,75.83,1.9,2.18
0.64,18.5,0.95,75.83,1.9,2.18
0.0,0.0,0.0,0.0,0.0,0.0
0.64,18.5,0.95,75.83,1.9,2.18
0.0,3.55,0.0,92.12,2.0,1.67
0.0,0.0,0.0,98.88,0.0,0.0
94.58,0.38,0.0,2.74,1.92,0.0
0.0,0.0,0.0,93.49,0.0,5.48
0.0,1.84,0.0,92.98,0.0,4.85
0.0,0.0,0.0,90.37,0.0,5.93
0.0,0.0,0.0,0.0,0.0,0.0
0.65,10.45,0.33,82.63,1.85,4.08
0.65,10.45,0.33,82.63,1.85,4.08
0.58,30.81,1.41,62.66,1.93,2.61
0.5,23.11,0.89,70.9,2.19,2.4
0.5,23.11,0.89,70.9,2.19,2.4
0.0,0.0,0.0,0.0,0.0,0.0
95.15,0.45,0.04,1.98,1.74,0.65
0.86,1.65,0.25,89.11,1.43,6.7
0.87,6.03,0.49,88.15,1.87,2.59
0.0,0.42,0.0,94.97,1.17,3.02
0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.43,0.0,92.36,0.0,4.77
0.62,0.92,0.78,93.62,1.61,2.45
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.53,15.6,1.15,78.25,2.02,2.43
0.0,0.0,0.0,93.31,0.0,4.6
0.77,12.09,0.59,82.08,1.89,2.59
1.41,0.0,0.0,93.79,1.29,2.7
0.0,0.0,0.0,94.37,2.16,0.0
4.37,0.0,0.0,87.98,0.0,6.56
0.6,7.13,0.57,87.73,1.59,2.39
0.6,7.13,0.57,87.73,1.59,2.39
0.6,7.13,0.57,87.73,1.59,2.39
0.6,7.13,0.57,87.73,1.59,2.39
0.5,0.25,1.35,94.11,1.77,2.02
0.56,4.76,0.39,90.6,1.3,2.38
0.64,8.41,0.88,85.15,2.16,2.77
0.0,0.0,0.0,97.25,1.06,1.06
0.56,28.42,0.76,65.38,2.41,2.46
1.08,0.0,0.0,95.66,1.63,1.08
0.0,0.0,0.98,94.34,2.07,1.74
0.2,0.26,0.18,96.34,1.43,1.58
0.57,23.57,1.22,69.78,2.37,2.49
0.62,0.27,0.22,95.75,1.21,1.93
0.49,0.0,0.0,93.96,1.31,3.59
0.0,0.0,0.0,0.0,0.0,0.0
0.51,13.58,0.68,80.77,2.11,2.34
12.11,4.57,0.35,25.39,2.33,55.25
0.0,0.0,0.0,97.25,0.0,1.75
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,90.67,0.0,6.48
0.0,0.0,0.0,90.67,0.0,6.48
0.51,0.65,0.75,94.23,2.07,1.8
0.76,0.0,0.0,96.5,1.52,0.76
0.61,0.36,2.2,93.46,1.9,1.48
0.0,10.71,0.0,83.01,2.38,2.27
0.63,0.63,0.81,93.98,1.39,2.56
0.0,0.0,0.0,0.0,0.0,0.0
