Asian,Black,Native,White,2+,Hispanic 
0.0,4.9,0.0,87.41,0.0,5.59
0.59,5.6,0.88,88.86,1.68,2.39
10.39,33.84,0.35,51.54,1.87,2.01
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,95.89,0.0,2.05
0.69,0.49,0.35,94.3,1.63,2.54
0.89,3.02,0.43,91.65,1.46,2.55
0.54,22.5,0.6,71.82,1.79,2.75
0.72,11.39,1.47,81.84,2.07,2.5
3.72,0.41,0.14,69.58,1.24,24.93
0.96,0.0,0.0,95.17,1.4,1.79
0.49,30.54,0.52,64.77,1.79,1.9
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.88,3.08,0.38,90.13,2.7,2.83
0.45,0.59,0.28,95.74,1.01,1.93
0.0,0.0,0.0,96.83,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.0,0.0,94.44,1.02,3.29
1.6,2.58,0.26,79.91,1.82,13.83
0.52,17.25,0.93,76.87,1.99,2.43
0.96,0.0,0.0,95.17,1.4,1.79
0.76,0.0,0.0,94.15,2.64,1.68
0.0,0.0,0.0,0.0,0.0,0.0
0.48,17.21,6.74,71.25,2.08,2.25
0.36,67.22,0.3,26.04,3.1,2.98
0.36,67.22,0.3,26.04,3.1,2.98
2.63,15.32,0.59,71.65,3.2,6.61
0.0,0.0,0.0,96.01,1.76,1.6
4.52,2.3,0.47,78.32,6.84,7.55
0.0,0.0,0.0,99.07,0.0,0.0
0.0,0.0,0.0,95.08,0.0,2.87
1.16,2.13,0.54,92.38,1.55,2.24
0.0,0.0,0.0,0.0,0.0,0.0
9.58,1.83,1.21,76.86,5.34,5.19
0.71,0.26,0.09,95.33,1.06,2.55
0.66,17.86,0.73,75.52,2.09,3.14
0.0,0.0,0.0,0.0,0.0,0.0
0.69,27.47,0.93,66.04,2.28,2.59
0.0,0.0,0.0,98.58,0.0,0.0
0.69,8.34,0.47,86.23,1.63,2.64
0.0,0.0,0.0,92.04,0.0,2.49
0.58,11.53,0.68,83.11,1.76,2.34
0.77,8.32,0.52,86.47,1.77,2.15
2.0,30.3,2.07,59.48,2.37,3.78
0.52,28.06,0.87,65.41,2.55,2.59
0.75,14.39,0.59,80.08,1.94,2.25
0.0,1.23,0.0,94.39,1.4,2.02
0.69,10.79,0.47,83.71,1.71,2.63
0.0,2.67,0.0,94.12,0.0,0.0
0.7,0.4,0.28,95.17,1.22,2.22
0.54,34.63,0.94,58.97,2.56,2.36
0.0,0.0,0.0,0.0,0.0,0.0
0.62,6.2,0.83,88.35,1.65,2.35
1.21,6.17,0.0,84.18,2.95,5.5
0.0,0.0,0.0,0.0,0.0,0.0
0.33,4.29,0.46,87.84,1.5,5.59
0.8,0.76,0.23,93.44,1.79,2.99
0.0,0.0,0.0,0.0,0.0,0.0
0.62,22.76,0.52,71.71,2.21,2.19
0.71,0.26,0.09,95.33,1.06,2.55
0.59,6.52,0.42,88.9,1.55,2.01
0.0,0.0,0.0,95.63,0.0,3.55
0.48,26.54,0.73,67.7,2.34,2.21
0.93,2.13,0.33,93.36,1.28,1.97
0.65,1.11,0.23,94.48,1.35,2.2
0.83,0.99,0.3,89.56,1.71,6.62
0.5,23.11,0.89,70.9,2.19,2.4
0.53,17.53,0.88,76.56,1.99,2.5
2.93,17.0,0.73,71.18,4.88,3.29
2.63,34.38,2.43,50.94,3.11,6.5
0.62,8.87,0.52,86.41,1.29,2.29
0.69,3.95,0.98,90.61,1.52,2.26
1.7,18.56,0.55,75.44,1.4,2.34
0.63,32.1,0.38,61.02,2.32,3.56
1.53,1.36,1.81,90.99,1.69,2.63
2.01,2.03,0.39,32.61,1.62,61.34
2.44,2.82,0.0,20.09,0.7,73.96
0.0,0.0,0.0,0.0,0.0,0.0
0.55,23.94,0.88,69.65,2.33,2.65
2.01,2.03,0.39,32.61,1.62,61.34
3.09,2.7,0.29,80.98,5.02,7.92
2.06,7.95,0.31,81.47,2.82,5.38
0.5,17.22,0.86,77.04,2.08,2.3
0.0,0.0,0.0,0.0,0.0,0.0
0.61,13.64,0.88,80.14,2.19,2.53
0.78,0.0,0.0,95.3,1.37,2.41
1.62,0.0,0.0,90.61,2.27,4.53
0.51,20.51,0.66,73.93,2.14,2.24
0.54,34.63,0.94,58.97,2.56,2.36
0.0,0.0,0.0,95.54,0.0,2.72
3.63,34.41,0.29,45.06,2.7,13.91
0.42,0.34,0.11,93.58,0.68,4.88
0.0,0.0,0.0,0.0,0.0,0.0
0.63,14.89,0.49,79.64,1.98,2.37
0.74,0.53,0.49,94.22,1.47,2.54
0.63,4.0,0.36,91.99,1.03,1.98
0.0,0.0,0.0,95.1,0.0,0.0
0.48,27.74,0.68,66.41,2.34,2.34
0.57,23.33,0.57,70.83,2.06,2.64
0.49,7.24,0.91,87.57,1.72,2.06
0.0,0.0,0.0,0.0,0.0,0.0
1.53,0.0,0.0,95.54,1.53,1.12
0.0,0.0,0.0,94.59,0.0,0.0
0.59,14.06,0.78,80.26,1.83,2.48
0.0,0.36,0.0,95.97,1.36,1.95
0.5,1.27,0.2,94.42,1.39,2.21
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.49,22.09,0.35,73.78,1.24,2.04
0.69,1.34,0.32,90.85,1.34,5.46
0.55,2.2,0.19,93.19,0.93,2.94
0.49,25.65,0.75,68.56,2.3,2.24
0.45,31.53,0.73,62.25,2.72,2.32
0.67,0.3,0.3,95.36,1.45,1.92
0.53,0.49,0.0,96.53,1.02,1.44
0.0,0.0,0.0,0.0,0.0,0.0
0.49,24.69,0.81,69.38,2.34,2.29
0.59,5.6,0.88,88.86,1.68,2.39
0.57,15.83,1.0,78.33,1.84,2.43
0.5,17.47,0.4,77.58,1.93,2.12
0.69,1.14,2.38,91.49,1.57,2.73
0.49,20.82,0.59,73.61,2.08,2.41
0.5,23.11,0.89,70.9,2.19,2.4
1.89,0.52,0.26,93.84,1.23,2.25
0.79,3.72,1.11,90.24,1.83,2.31
0.95,0.74,0.6,91.98,1.66,4.07
0.0,4.9,0.0,87.41,0.0,5.59
0.68,0.27,0.28,95.3,1.44,2.03
0.0,0.0,0.0,0.0,0.0,0.0
0.64,1.0,0.33,94.54,1.33,2.15
0.58,11.25,0.42,83.59,1.83,2.32
0.55,32.35,1.01,61.11,2.51,2.46
0.61,0.0,0.0,95.97,0.79,2.18
0.94,16.43,1.08,78.05,1.5,2.0
0.99,1.77,0.33,92.68,1.9,2.34
0.73,0.35,0.06,96.05,1.05,1.77
0.65,6.52,0.21,88.82,1.56,2.24
0.52,37.91,1.08,55.36,2.35,2.79
0.61,16.72,0.85,77.27,2.15,2.4
0.58,11.53,0.68,83.11,1.76,2.34
0.0,0.0,0.0,93.23,3.38,2.15
96.33,0.2,0.03,0.9,1.81,0.72
1.32,0.0,0.0,94.56,1.65,1.81
0.77,0.97,0.11,94.47,1.19,2.49
0.54,0.62,0.22,94.31,1.41,2.9
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,91.34,0.0,3.94
0.49,28.17,1.07,65.51,2.38,2.38
0.49,28.17,1.07,65.51,2.38,2.38
1.17,5.1,0.91,83.13,2.46,7.23
0.54,0.28,0.1,94.62,0.82,3.63
0.74,0.28,0.23,95.61,1.4,1.75
6.04,0.0,0.0,89.01,1.47,3.11
0.81,3.23,0.44,91.31,1.52,2.69
0.58,11.11,1.75,81.33,2.08,3.14
1.84,22.51,0.73,70.72,1.87,2.32
0.0,0.0,0.0,93.27,2.36,4.04
0.0,0.0,0.0,0.0,0.0,0.0
0.62,0.53,0.53,95.3,0.8,2.22
0.5,19.42,0.63,74.39,3.01,2.06
4.23,0.88,0.5,88.01,3.56,2.83
0.79,0.2,0.25,95.22,1.33,2.21
0.5,23.11,0.89,70.9,2.19,2.4
0.47,13.84,0.48,81.2,1.72,2.29
0.49,18.5,0.91,75.58,2.08,2.44
0.59,5.6,0.88,88.86,1.68,2.39
0.78,0.0,0.0,95.3,1.37,2.41
10.39,33.84,0.35,51.54,1.87,2.01
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.52,6.72,0.74,88.38,1.7,1.94
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.74,0.36,87.64,4.4,4.25
0.68,27.45,0.74,64.19,2.43,4.52
0.69,8.34,0.47,86.23,1.63,2.64
4.21,0.7,0.14,19.85,0.9,74.21
0.61,4.39,1.7,87.39,1.96,3.96
0.0,0.0,0.0,97.51,0.0,0.0
0.0,0.0,0.0,100.0,0.0,0.0
0.35,0.0,0.0,96.8,0.83,1.88
0.64,0.45,0.27,95.71,1.13,1.8
0.49,28.17,1.07,65.51,2.38,2.38
0.49,28.17,1.07,65.51,2.38,2.38
0.69,7.83,0.22,87.83,1.5,1.92
0.69,7.83,0.22,87.83,1.5,1.92
0.58,11.25,0.42,83.59,1.83,2.32
0.58,11.25,0.42,83.59,1.83,2.32
0.0,0.74,0.0,92.63,0.88,5.34
0.49,28.17,1.07,65.51,2.38,2.38
0.0,0.0,0.0,92.51,2.84,3.62
1.32,0.0,0.0,94.56,1.65,1.81
0.99,16.14,0.28,79.0,1.53,2.06
0.54,13.23,0.72,81.27,2.0,2.24
0.67,0.3,0.3,95.36,1.45,1.92
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.57,8.77,1.1,85.44,1.74,2.39
7.0,1.26,0.18,81.51,2.82,7.23
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.68,2.41,0.83,91.62,1.84,2.62
0.59,8.35,0.66,84.27,1.32,4.8
0.64,0.45,0.27,95.71,1.13,1.8
13.68,27.46,1.01,31.59,6.14,20.12
1.32,0.0,0.0,94.56,1.65,1.81
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.54,26.17,0.86,67.59,2.38,2.47
0.69,0.31,0.46,94.48,1.2,2.86
0.0,0.0,0.0,94.61,2.69,2.02
1.27,13.54,4.62,76.06,1.73,2.78
0.83,0.58,0.43,94.82,1.07,2.26
0.0,0.0,0.0,98.69,0.0,0.0
6.65,4.19,0.38,78.74,4.27,5.77
0.52,13.59,0.99,80.54,1.81,2.56
0.69,0.75,1.6,92.43,1.8,2.72
0.0,0.0,0.0,97.77,0.0,0.0
0.52,4.56,0.58,90.62,1.77,1.94
0.62,29.15,0.68,64.25,2.26,3.04
0.51,23.99,0.8,70.02,2.13,2.55
0.41,0.0,0.0,94.58,1.03,3.61
0.97,3.4,4.11,88.26,1.49,1.77
0.62,17.89,0.43,76.28,2.22,2.57
0.61,21.74,0.55,72.23,2.13,2.73
1.45,0.0,0.0,92.55,0.0,5.17
0.42,0.34,0.11,93.58,0.68,4.88
0.0,0.0,0.0,0.0,0.0,0.0
0.65,0.31,0.13,94.98,1.62,2.31
0.0,0.0,0.0,0.0,0.0,0.0
7.62,18.46,2.24,66.47,2.04,3.16
0.0,0.0,0.0,0.0,0.0,0.0
0.36,1.2,0.56,94.38,1.61,1.89
0.69,0.31,0.46,94.48,1.2,2.86
0.86,9.41,1.01,84.52,2.0,2.2
0.0,0.0,0.0,93.6,0.0,0.0
0.59,0.78,0.56,94.29,1.77,2.01
0.71,0.32,0.48,94.82,1.13,2.54
2.05,0.58,0.47,92.93,1.17,2.81
0.0,0.0,0.0,91.32,2.64,3.4
0.49,20.9,0.88,73.05,2.25,2.44
0.55,11.96,0.68,82.08,2.01,2.71
0.0,1.2,0.0,94.89,1.26,2.35
0.67,15.97,1.16,77.66,2.0,2.55
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,98.73,0.0,0.0
0.0,0.0,0.0,96.42,1.87,0.0
0.5,19.17,1.01,74.88,2.1,2.34
2.08,3.7,2.0,88.13,1.7,2.4
0.66,14.86,1.04,78.67,1.96,2.81
0.56,28.42,0.76,65.38,2.41,2.46
0.45,8.95,0.62,85.74,1.76,2.47
0.5,19.57,0.8,74.84,2.07,2.22
0.58,0.0,0.0,94.64,0.45,4.19
0.67,15.97,1.16,77.66,2.0,2.55
0.48,24.19,0.71,69.64,2.38,2.6
0.88,0.32,0.0,94.18,1.33,3.29
0.75,1.09,0.5,94.22,1.59,1.84
0.0,0.0,0.0,0.0,0.0,0.0
0.48,24.19,0.71,69.64,2.38,2.6
0.48,24.19,0.71,69.64,2.38,2.6
0.53,24.6,0.73,69.45,2.33,2.37
0.64,16.09,0.69,78.23,2.16,2.19
0.49,31.6,0.82,62.2,2.45,2.44
0.42,30.13,0.6,64.25,2.38,2.23
0.34,0.0,0.0,96.06,1.84,1.5
1.08,9.08,1.02,84.59,1.87,2.37
0.0,0.0,0.0,91.54,0.0,3.85
53.45,0.0,0.0,25.0,6.61,12.93
1.82,2.26,0.39,83.16,2.11,10.25
0.73,0.26,0.29,95.29,1.12,2.3
0.57,19.5,0.49,75.15,1.95,2.34
0.0,0.0,0.0,93.36,2.07,0.0
0.0,0.0,0.0,90.6,0.0,5.26
0.0,0.0,0.0,96.25,1.29,1.81
0.42,4.49,0.33,91.8,0.96,1.99
1.05,3.15,0.0,93.28,1.89,0.0
0.61,8.97,1.42,85.0,2.05,1.94
0.29,0.21,0.49,14.81,0.38,83.81
0.51,7.93,0.21,87.92,1.76,1.67
0.0,0.0,0.0,0.0,0.0,0.0
3.5,0.0,0.0,91.61,0.0,4.2
0.0,0.0,0.0,95.15,2.91,1.62
0.58,7.08,0.53,87.99,1.44,2.38
0.41,45.01,0.34,49.01,2.77,2.47
0.0,0.0,0.92,95.88,1.21,0.85
0.38,2.06,0.17,94.3,1.4,1.68
0.0,0.0,0.0,0.0,0.0,0.0
0.54,17.62,0.8,76.83,2.1,2.11
0.0,5.84,0.0,88.5,1.7,2.92
0.74,24.65,0.93,68.87,2.3,2.5
0.0,9.02,0.0,87.98,1.37,1.5
0.0,0.0,0.0,0.0,0.0,0.0
0.52,24.45,1.39,68.66,2.27,2.7
0.0,0.0,0.0,91.57,3.01,3.01
0.0,0.0,0.0,94.06,0.0,4.55
0.61,1.55,0.24,94.03,1.16,2.41
0.0,1.44,0.0,94.24,1.44,1.26
1.82,0.78,0.55,90.87,1.71,4.27
0.51,28.23,0.69,65.8,2.41,2.36
0.66,0.37,0.31,95.05,1.4,2.21
0.73,2.34,0.51,92.74,1.61,2.07
0.64,0.45,0.27,95.71,1.13,1.8
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.46,16.51,0.7,77.84,2.02,2.46
0.0,0.0,0.0,0.0,0.0,0.0
0.56,28.42,0.76,65.38,2.41,2.46
0.49,28.17,1.07,65.51,2.38,2.38
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.66,3.71,0.65,90.56,1.82,2.6
2.12,3.39,0.0,88.98,3.39,0.0
2.0,0.45,0.0,89.71,1.15,6.69
0.61,15.15,0.78,79.03,2.06,2.37
0.0,0.0,0.0,0.0,0.0,0.0
0.56,0.39,0.14,96.12,0.72,2.08
0.0,0.0,0.0,97.79,0.0,0.0
0.57,0.0,0.0,95.93,0.71,2.5
0.0,0.0,0.0,98.68,0.0,0.0
0.53,24.6,0.73,69.45,2.33,2.37
1.06,16.82,0.68,76.61,2.2,2.63
0.57,25.2,0.81,68.32,2.43,2.67
0.5,10.54,0.55,84.5,1.8,2.1
0.58,11.25,0.42,83.59,1.83,2.32
0.99,16.14,0.28,79.0,1.53,2.06
0.0,0.0,0.0,0.0,0.0,0.0
0.29,0.21,0.49,14.81,0.38,83.81
0.0,0.0,0.0,97.17,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.55,32.35,1.01,61.11,2.51,2.46
0.64,1.0,0.33,94.54,1.33,2.15
0.5,17.47,0.4,77.58,1.93,2.12
0.59,11.74,1.07,82.3,1.78,2.52
0.0,0.0,0.0,0.0,0.0,0.0
0.53,0.49,0.0,96.53,1.02,1.44
0.74,0.12,0.19,94.74,1.43,2.79
0.72,11.61,0.64,82.08,1.99,2.96
0.49,28.17,1.07,65.51,2.38,2.38
0.67,15.97,1.16,77.66,2.0,2.55
0.81,0.0,0.0,94.77,0.99,2.61
0.53,12.86,1.06,80.98,2.1,2.47
0.0,0.0,0.0,0.0,0.0,0.0
0.8,1.63,0.47,93.16,1.7,2.23
1.06,16.82,0.68,76.61,2.2,2.63
0.75,0.36,0.12,95.88,1.23,1.65
0.32,0.17,0.11,41.68,0.87,56.85
0.45,8.95,0.62,85.74,1.76,2.47
0.0,2.06,0.0,90.87,1.93,3.86
2.0,0.45,0.0,89.71,1.15,6.69
0.51,28.23,0.69,65.8,2.41,2.36
0.66,0.0,0.0,95.48,1.63,1.75
0.0,0.0,0.0,93.6,0.0,0.0
0.0,0.0,0.0,97.77,0.0,0.0
0.0,0.0,0.0,94.61,2.69,2.02
0.65,0.31,0.13,94.98,1.62,2.31
1.26,1.26,0.0,93.24,0.0,3.77
0.0,0.0,0.0,93.36,2.07,0.0
2.08,3.7,2.0,88.13,1.7,2.4
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.48,24.19,0.71,69.64,2.38,2.6
0.48,24.19,0.71,69.64,2.38,2.6
0.69,0.31,0.46,94.48,1.2,2.86
0.67,15.97,1.16,77.66,2.0,2.55
0.61,21.74,0.55,72.23,2.13,2.73
6.65,4.19,0.38,78.74,4.27,5.77
0.0,0.0,0.0,0.0,0.0,0.0
0.71,2.33,2.3,90.74,1.59,2.33
0.3,20.81,0.67,73.62,2.22,2.38
0.0,0.0,0.0,0.0,0.0,0.0
0.61,1.55,0.24,94.03,1.16,2.41
0.4,35.06,0.78,56.76,3.97,3.02
0.5,23.11,0.89,70.9,2.19,2.4
0.48,24.86,0.77,69.17,2.24,2.49
0.49,20.9,0.88,73.05,2.25,2.44
0.0,0.0,0.0,0.0,0.0,0.0
1.34,1.53,0.0,93.88,1.15,2.1
0.89,1.71,0.0,95.11,0.89,1.4
1.05,3.15,0.0,93.28,1.89,0.0
42.22,16.33,0.97,35.95,2.64,1.89
0.99,3.18,1.27,90.62,1.83,2.1
0.51,23.99,0.8,70.02,2.13,2.55
0.0,0.0,0.0,0.0,0.0,0.0
0.87,4.69,0.66,90.0,1.82,1.96
0.53,29.12,0.97,64.36,2.51,2.51
0.63,3.53,0.85,91.24,1.4,2.35
0.7,2.69,3.94,88.75,1.96,1.95
0.66,7.47,0.7,86.89,1.88,2.41
0.69,0.31,0.46,94.48,1.2,2.86
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.52,13.59,0.99,80.54,1.81,2.56
0.59,0.85,0.52,94.41,1.49,2.13
0.0,0.0,0.0,95.15,2.91,1.62
0.65,2.22,0.43,92.87,1.54,2.29
0.5,23.11,0.89,70.9,2.19,2.4
6.63,6.13,0.92,82.01,1.95,2.37
0.0,0.0,0.0,98.69,0.0,0.0
0.51,7.93,0.21,87.92,1.76,1.67
0.76,1.33,0.44,93.42,1.55,2.51
0.0,0.0,0.0,95.51,3.21,0.0
0.55,2.36,0.57,91.71,1.7,3.11
0.68,0.41,0.19,94.25,1.04,3.43
0.0,0.0,0.0,94.6,0.0,3.49
0.0,0.0,0.0,0.0,0.0,0.0
0.48,24.86,0.77,69.17,2.24,2.49
0.56,28.42,0.76,65.38,2.41,2.46
0.0,0.0,0.75,94.07,1.29,3.23
0.88,0.32,0.0,94.18,1.33,3.29
0.5,23.11,0.89,70.9,2.19,2.4
0.84,0.0,0.0,94.28,1.83,2.82
0.0,0.0,0.0,91.3,0.0,8.07
0.86,9.41,1.01,84.52,2.0,2.2
0.45,35.59,0.78,58.2,2.65,2.34
0.0,0.0,0.0,0.0,0.0,0.0
0.42,0.34,0.11,93.58,0.68,4.88
0.71,0.32,0.48,94.82,1.13,2.54
2.05,0.58,0.47,92.93,1.17,2.81
0.52,4.56,0.58,90.62,1.77,1.94
0.42,30.13,0.6,64.25,2.38,2.23
0.8,29.53,0.26,64.27,2.58,2.55
0.56,5.13,0.78,89.07,1.96,2.5
0.0,0.0,0.0,0.0,0.0,0.0
0.56,22.58,0.84,71.21,2.14,2.68
0.0,0.0,0.0,98.42,0.0,0.0
0.69,0.75,1.6,92.43,1.8,2.72
0.8,29.53,0.26,64.27,2.58,2.55
0.0,0.0,0.0,0.0,0.0,0.0
0.43,37.76,0.65,55.49,3.12,2.55
0.0,5.84,0.0,88.5,1.7,2.92
0.51,21.27,0.87,72.79,2.08,2.48
0.57,10.87,0.76,83.74,1.59,2.46
0.41,0.0,0.0,94.58,1.03,3.61
0.69,0.39,0.28,94.21,1.75,2.69
0.61,0.37,0.29,96.11,1.08,1.54
0.75,14.39,0.59,80.08,1.94,2.25
0.5,19.17,1.01,74.88,2.1,2.34
0.5,19.57,0.8,74.84,2.07,2.22
0.0,0.0,0.0,0.0,0.0,0.0
0.62,29.15,0.68,64.25,2.26,3.04
1.21,1.79,0.79,91.8,2.14,2.27
0.66,14.86,1.04,78.67,1.96,2.81
0.54,26.17,0.86,67.59,2.38,2.47
0.75,14.39,0.59,80.08,1.94,2.25
0.0,0.0,0.0,97.47,0.0,1.69
0.83,0.58,0.43,94.82,1.07,2.26
1.04,14.36,0.85,78.2,2.42,3.13
0.0,0.0,0.0,0.0,0.0,0.0
0.53,24.6,0.73,69.45,2.33,2.37
0.51,24.7,0.77,69.24,2.31,2.47
0.0,0.0,0.0,0.0,0.0,0.0
0.56,22.26,0.57,71.62,2.29,2.7
0.51,9.32,0.8,84.87,1.85,2.65
0.64,0.45,0.27,95.71,1.13,1.8
0.42,30.13,0.6,64.25,2.38,2.23
0.64,16.09,0.69,78.23,2.16,2.19
0.62,17.89,0.43,76.28,2.22,2.57
1.04,2.8,0.29,91.84,1.61,2.41
0.58,7.44,0.56,86.85,1.66,2.91
0.0,0.0,0.0,91.57,3.01,3.01
0.58,11.53,0.68,83.11,1.76,2.34
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.0,0.0,91.72,0.0,6.09
0.57,0.38,0.23,95.77,1.1,1.95
0.0,0.0,0.0,97.11,0.0,2.53
0.64,0.45,0.27,95.71,1.13,1.8
0.54,19.02,1.01,74.65,2.19,2.58
1.04,14.09,0.55,80.5,2.08,1.74
0.57,19.5,0.49,75.15,1.95,2.34
0.0,0.0,0.0,96.25,1.29,1.81
0.0,0.0,0.0,97.06,0.0,0.0
0.5,9.25,0.52,85.45,1.94,2.34
0.51,2.98,0.78,92.35,1.3,2.08
0.94,0.67,1.0,93.9,1.78,1.72
0.42,4.49,0.33,91.8,0.96,1.99
2.93,1.05,0.12,5.62,0.33,89.95
0.54,34.63,0.94,58.97,2.56,2.36
0.0,30.46,0.0,63.73,2.81,2.4
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.65,0.0,95.57,0.91,2.28
0.64,16.22,0.54,78.09,1.81,2.69
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,93.9,0.0,3.99
0.0,0.0,0.0,94.11,1.23,3.89
0.9,15.76,0.98,74.8,2.02,5.56
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.45,23.15,0.9,71.05,2.3,2.15
0.86,0.0,0.0,96.58,1.37,0.0
7.62,18.46,2.24,66.47,2.04,3.16
0.9,0.38,1.26,92.53,1.46,3.47
0.6,7.13,0.57,87.73,1.59,2.39
0.0,15.68,0.0,77.84,0.0,2.7
0.0,0.0,0.0,96.42,1.87,0.0
0.91,0.21,0.19,95.04,1.29,2.36
7.62,18.46,2.24,66.47,2.04,3.16
0.48,24.19,0.71,69.64,2.38,2.6
0.45,23.15,0.9,71.05,2.3,2.15
0.53,12.86,1.06,80.98,2.1,2.47
1.27,13.54,4.62,76.06,1.73,2.78
0.0,0.0,0.0,94.11,1.23,3.89
0.0,0.0,0.0,95.89,1.37,0.0
0.67,15.97,1.16,77.66,2.0,2.55
0.0,0.0,0.0,0.0,0.0,0.0
0.9,15.76,0.98,74.8,2.02,5.56
0.57,23.57,1.22,69.78,2.37,2.49
0.0,0.0,0.0,98.38,0.0,0.0
0.0,0.0,0.0,91.54,0.0,3.85
0.0,0.0,0.0,0.0,0.0,0.0
0.53,17.53,0.88,76.56,1.99,2.5
18.45,5.23,0.65,70.96,2.38,2.33
0.0,0.0,0.0,92.94,0.0,3.53
0.0,0.0,0.0,0.0,0.0,0.0
0.56,10.77,0.56,83.91,1.9,2.3
53.45,0.0,0.0,25.0,6.61,12.93
0.52,24.45,1.39,68.66,2.27,2.7
0.0,0.0,0.0,94.26,0.0,3.35
0.0,0.0,0.0,83.33,4.76,9.52
0.73,2.4,0.47,93.09,1.16,2.15
0.0,0.0,0.0,0.0,0.0,0.0
0.4,44.6,0.53,49.43,2.79,2.25
