District
33
43
43
35
33
31
27
33
3
12
34
43
28
30
32
41
3
42
27
18
34
43
25
28
28
42
37
14
33
41
14
4
9
28
22
35
4
23
28
20
7
7
20
42
28
43
41
33
10
39
15
25
31
30
43
15
15
43
43
11
33
2
43
41
4
26
43
4
6
33
11
30
25
33
9
4
43
21
41
20
31
33
39
4
4
6
42
17
18
25
42
38
27
3
30
4
29
4
27
10
37
43
20
16
4
42
9
43
9
26
8
33
6
6
41
43
43
25
42
38
19
2
43
33
30
43
39
33
27
18
4
36
4
43
27
14
27
22
21
22
5
6
11
20
42
9
30
42
9
43
39
18
39
30
7
6
41
43
39
7
7
43
39
28
31
4
17
39
43
39
41
43
15
10
18
33
39
39
27
39
28
39
31
30
6
43
33
33
42
4
28
16
28
28
43
6
43
43
20
41
11
33
20
34
39
33
28
43
16
39
43
7
30
41
25
18
41
11
42
43
39
33
20
3
28
41
43
33
41
25
42
6
31
5
27
33
4
20
18
5
42
43
21
4
30
6
43
26
12
42
22
22
21
25
18
30
31
17
27
29
41
31
25
16
32
43
43
41
37
43
37
43
33
43
15
20
41
25
4
20
42
29
37
3
42
18
7
29
7
7
11
43
39
9
6
33
33
9
43
43
21
41
41
20
33
28
30
25
17
43
43
43
33
16
41
25
15
30
15
24
43
30
13
18
6
20
18
31
43
29
30
18
17
41
43
43
30
18
41
30
43
43
42
3
18
39
20
10
14
14
10
33
13
43
6
17
33
5
43
29
12
30
20
25
43
12
10
14
25
41
31
43
39
12
43
39
39
43
39
39
43
39
37
26
27
10
43
43
6
14
27
41
41
29
43
9
37
31
38
43
38
43
14
26
3
39
30
14
14
36
33
42
43
43
41
42
5
6
43
16
42
28
28
10
13
41
3
30
6
6
6
11
16
15
30
27
41
6
20
6
41
6
6
39
18
7
33
6
22
35
22
21
29
18
30
9
14
6
37
25
4
39
39
41
43
39
17
39
26
3
41
41
13
43
39
30
43
15
29
41
43
43
43
33
43
8
29
41
10
41
9
41
29
43
43
9
33
36
6
33
20
14
7
43
43
