district
4.0
60.0
148.0
80.0
112.0
36.0
19.0
55.0
36.0
157.0
157.0
137.0
147.0
112.0
112.0
129.0
41
95.0
60.0
13.0
42
41
152.0
110.0
112.0
112.0
113.0
114.0
114.0
41
112.0
13.0
41
41
46.0
135.0
36.0
41
59.0
140.0
41
137.0
42
40.0
94.0
113.0
41
7.0
41
70.0
90.0
41
140.0
157.0
97.0
42
93.0
116.0
154.0
90.0
5.0
111.0
41
41
61.0
41
62.0
41
42
75.0
121.0
36.0
97.0
42
59.0
37.0
59.0
97.0
99.0
135.0
137.0
97.0
78.0
42
97.0
104.0
100.0
42
49.0
11.0
59.0
90.0
117.0
42
41
59.0
69.0
49.0
85.0
111.0
41
110.0
22.0
60.0
97.0
42
60.0
134.0
42
42
124.0
113.0
41
140.0
73.0
41
41
42
112.0
116.0
130.0
42
112.0
72.0
129.0
132.0
41
106.0
41
97.0
60.0
41
90.0
41
64.0
108.0
107.0
140.0
104.0
157.0
74.0
92.0
148.0
129.0
16.0
60.0
132.0
64.0
112.0
69.0
97.0
69.0
97.0
41
36.0
92.0
121.0
99.0
41
119.0
41
112.0
74.0
116.0
41
104.0
149.0
104.0
53.0
97.0
92.0
97.0
97.0
111.0
116.0
157.0
156.0
41
159.0
9.0
105.0
60.0
41
61.0
97.0
42
35.0
96.0
119.0
105.0
97.0
42.0
111.0
124.0
52.0
43.0
101.0
41
6.0
70.0
41
72.0
112.0
137.0
42
80.0
56.0
42
59.0
154.0
134.0
137.0
140.0
97.0
41
156.0
114.0
41
133.0
92.0
41
159.0
97.0
41
105.0
112.0
41
105.0
41
96.0
41
74.0
97.0
154.0
59.0
93.0
41
42
138.0
41
42
83.0
97.0
111.0
129.0
60.0
90.0
68.0
42
156.0
90.0
129.0
41
155.0
42
90.0
41
77.0
6.0
117.0
158.0
97.0
30.0
95.0
41
59.0
93.0
137.0
97.0
97.0
103.0
114.0
114.0
78.0
83.0
41
33.0
41
74.0
60.0
61.0
67.0
42.0
67.0
41
64.0
42
134.0
41
102.0
25.0
107.0
140.0
155.0
64.0
41
42
108.0
137.0
16.0
133.0
59.0
62.0
61.0
52.0
69.0
156.0
41
41
56.0
62.0
42
7.0
101.0
111.0
96.0
125.0
90.0
63.0
128.0
78.0
68.0
64.0
41
41
105.0
63.0
97.0
68.0
126.0
41
130.0
84.0
41
112.0
92.0
121.0
158.0
147.0
120.0
69.0
42
11.0
95.0
41
74.0
128.0
97.0
41
68.0
41
41
64.0
108.0
107.0
42
84.0
97.0
41
36.0
35.0
97.0
41
41
100.0
19.0
74.0
156.0
108.0
92.0
92.0
70.0
97.0
41
96.0
103.0
42
41
41
41
158.0
41
41
95.0
62.0
41
60.0
13.0
114.0
111.0
42
97.0
97.0
125.0
113.0
36.0
41
70.0
134.0
77.0
77.0
84.0
112.0
117.0
99.0
99.0
70.0
69.0
41
97.0
97.0
90.0
41
46.0
154.0
129.0
154.0
90.0
41
5.0
36.0
41
156.0
147.0
105.0
75.0
50.0
41
98.0
97.0
60.0
41
60.0
111.0
97.0
105.0
70.0
93.0
120.0
84.0
112.0
93.0
36.0
158.0
99.0
59.0
94.0
93.0
94.0
97.0
41
95.0
94.0
42
116.0
41
41
62.0
110.0
159.0
108.0
154.0
41
42
93.0
42
98.0
42
156.0
104.0
96.0
62.0
90.0
97.0
123.0
62.0
93.0
155.0
131.0
60.0
41
138.0
42
92.0
22.0
41
109.0
41
158.0
90.0
74.0
60.0
97.0
42
41
63.0
92.0
98.0
97.0
42
41
4.0
140.0
41
57.0
41
144.0
41
155.0
60.0
148.0
90.0
41
41
61.0
137.0
97.0
97.0
97.0
93.0
155.0
97.0
129.0
90.0
148.0
70.0
97.0
41
9.0
156.0
121.0
42
41
129.0
64.0
90.0
41
41
71.0
41
97.0
158.0
113.0
50.0
42
114.0
41
68.0
158.0
41
95.0
36.0
95.0
148.0
146.0
131.0
36.0
96.0
90.0
93.0
148.0
41
90.0
113.0
154.0
93.0
97.0
42
42
4.0
120.0
118.0
156.0
116.0
8.0
42
53.0
158.0
41
51.0
41
41
42
97.0
127.0
41
105.0
158.0
105.0
4.0
41
41
11.0
110.0
93.0
64.0
90.0
105.0
150.0
60.0
85.0
156.0
61.0
101.0
112.0
105.0
36.0
64.0
158.0
157.0
41
108.0
108.0
41
148.0
102.0
4.0
41
97.0
74.0
41
116.0
99.0
115.0
116.0
97.0
70.0
104.0
41
107.0
42
41
70.0
99.0
115.0
115.0
134.0
41
41
41
41
68.0
60.0
41
36.0
41
41
47.0
33.0
36.0
33.0
99.0
99.0
41
41
150.0
40.0
97.0
41
99.0
47.0
2.0
114.0
149.0
138.0
41
121.0
99.0
47.0
41
126.0
41
121.0
114.0
110.0
41
115.0
41
78.0
41
41
142.0
99.0
74.0
47.0
109.0
121.0
138.0
41
41
112.0
36.0
46.0
92.0
41
41
41
114.0
41
144.0
110.0
109.0
90.0
74.0
110.0
128.0
97.0
41
140.0
92.0
90.0
41
115.0
114.0
47.0
138.0
41
36.0
38.0
41
70.0
95.0
42
56.0
70.0
19.0
41
126.0
112.0
92.0
47.0
96.0
138.0
91.0
131.0
109.0
99.0
99.0
46.0
41
41
41
134.0
134.0
36.0
36.0
41
74.0
142.0
41
116.0
41
99.0
115.0
36.0
142.0
142.0
41
78.0
115.0
64.0
125.0
61.0
41
97.0
74.0
60.0
97.0
41
41
41
114.0
96.0
47.0
41
41
42
41
60.0
107.0
41
92.0
110.0
110.0
41
78.0
99.0
113.0
95.0
94.0
41
93.0
70.0
41
41
47.0
134.0
70.0
112.0
97.0
41
90.0
42.0
105.0
97.0
131.0
107.0
60.0
121.0
90.0
7.0
90.0
136.0
70.0
93.0
106.0
70.0
116.0
33.0
41
125.0
88.0
56.0
112.0
110.0
99.0
46.0
99.0
60.0
39.0
70.0
60.0
42.0
41
42
70.0
97.0
42.0
39.0
41
70.0
97.0
159.0
97.0
41
97.0
105.0
90.0
75.0
9.0
41
121.0
98.0
9.0
9.0
9.0
93.0
121.0
61.0
121.0
9.0
93.0
25.0
41
40.0
147.0
41
101.0
46.0
10.0
114.0
149.0
116.0
104.0
42
75.0
80.0
104.0
42.0
41
103.0
149.0
112.0
42
42
59.0
41
129.0
36.0
10.0
104.0
114.0
131.0
99.0
41
101.0
7.0
26.0
37.0
137.0
101.0
13.0
41
101.0
93.0
42
41
157.0
155.0
90.0
64.0
47.0
101.0
112.0
41
96.0
112.0
70.0
148.0
95.0
135.0
116.0
112.0
112.0
112.0
55.0
112.0
112.0
42
42
41
114.0
42
41
42
80.0
144.0
121.0
157.0
2.0
2.0
149.0
159.0
41
150.0
149.0
149.0
83.0
113.0
80.0
149.0
41
113.0
113.0
112.0
36.0
90.0
41
41
59.0
41
129.0
41
36.0
41
41
100.0
114.0
83.0
101.0
99.0
101.0
101.0
101.0
101.0
131.0
46.0
101.0
53.0
149.0
113.0
104.0
110.0
24.0
2.0
113.0
6.0
41
45.0
104.0
129.0
102.0
10.0
155.0
90.0
134.0
45.0
41
1.0
104.0
41
149.0
124.0
41
101.0
41
117.0
115.0
42
42
130.0
41
112.0
112.0
94.0
129.0
55.0
10.0
149.0
41
41
42
41
141.0
101.0
109.0
130.0
42
136.0
158.0
110.0
90.0
134.0
149.0
116.0
158.0
104.0
41
41
7.0
41
106.0
38.0
38.0
104.0
100.0
41
41
112.0
37.0
105.0
42
105.0
114.0
112.0
112.0
72.0
42
113.0
112.0
53.0
134.0
157.0
42
55.0
121.0
153.0
41
2.0
100.0
129.0
41
101.0
101.0
155.0
41
133.0
149.0
109.0
38.0
112.0
41
33.0
90.0
70.0
144.0
104.0
101.0
41
101.0
41
145.0
114.0
91.0
90.0
90.0
140.0
101.0
59.0
101.0
112.0
110.0
42
27.0
64.0
13.0
41
72.0
41
97.0
118.0
114.0
41
0.0
154.0
154.0
41
2.0
121.0
117.0
117.0
90.0
67.0
41
117.0
113.0
131.0
41
41
113.0
113.0
38.0
36.0
114.0
114.0
80.0
115.0
157.0
83.0
159.0
77.0
97.0
101.0
133.0
57.0
93.0
41
121.0
149.0
114.0
112.0
149.0
115.0
42
125.0
104.0
41
134.0
158.0
41
55.0
41
116.0
114.0
112.0
93.0
97.0
42
41
149.0
95.0
70.0
24.0
39.0
97.0
41
41
41
134.0
134.0
134.0
114.0
33.0
137.0
144.0
149.0
96.0
154.0
41
85.0
41
97.0
74.0
96.0
119.0
158.0
114.0
99.0
118.0
75.0
131.0
135.0
112.0
42
96.0
100.0
110.0
41
42
99.0
125.0
46.0
101.0
142.0
41
112.0
105.0
101.0
118.0
132.0
100.0
112.0
112.0
155.0
41
110.0
102.0
104.0
41
110.0
119.0
41
42
121.0
46.0
149.0
46.0
53.0
113.0
114.0
41
41
101.0
101.0
149.0
112.0
149.0
55.0
91.0
41
41
41
41
41
41
100.0
113.0
99.0
104.0
41
42
113.0
42.0
144.0
70.0
90.0
77.0
74.0
41
41
90.0
129.0
95.0
109.0
95.0
70.0
42.0
41
95.0
90.0
41
129.0
22.0
90.0
41
41
41
90.0
42
78.0
41
10.0
41
157.0
42
137.0
84.0
40.0
157.0
141.0
41
144.0
70.0
67.0
77.0
74.0
41
41
67.0
129.0
95.0
109.0
95.0
70.0
42.0
41
95.0
90.0
41
129.0
22.0
90.0
41
41
41
90.0
42
78.0
41
10.0
41
157.0
42
137.0
84.0
40.0
157.0
141.0
42.0
144.0
70.0
90.0
77.0
74.0
41
41
90.0
129.0
95.0
109.0
95.0
70.0
42.0
41
95.0
90.0
41
129.0
22.0
90.0
41
41
41
90.0
42
78.0
41
144.0
41
41
41
46.0
41
153.0
41
108.0
41.0
41
114.0
128.0
114.0
114.0
99.0
99.0
41
41
41
42
99.0
111.0
42
77.0
31.0
97.0
99.0
22.0
1.0
11.0
140.0
90.0
79.0
99.0
41
41
121.0
140.0
60.0
41
7.0
106.0
79.0
42
145.0
145.0
10.0
113.0
41
53.0
114.0
41
90.0
42
8.0
114.0
7.0
92.0
41
114.0
149.0
9.0
41
41
90.0
48.0
42
41
136.0
62.0
41
132.0
114.0
41
42.0
110.0
11.0
121.0
106.0
41
78.0
41
62.0
72.0
70.0
116.0
90.0
107.0
42
8.0
90.0
77.0
90.0
70.0
147.0
106.0
137.0
41
137.0
41
101.0
41
134.0
148.0
148.0
42
83.0
140.0
41
151.0
79.0
95.0
114.0
141.0
145.0
103.0
114.0
26.0
41
42
7.0
109.0
157.0
90.0
97.0
64.0
42
7.0
33.0
42
41
133.0
41
109.0
7.0
83.0
121.0
148.0
145.0
67.0
140.0
140.0
121.0
157.0
41
112.0
112.0
41
41
45.0
141.0
23.0
30.0
41
78.0
115.0
41
112.0
112.0
41
144.0
128.0
41
42.0
42
114.0
10.0
52.0
41
41
46.0
134.0
151.0
90.0
10.0
112.0
150.0
41
114.0
36.0
41
83.0
83.0
90.0
10.0
41
83.0
140.0
41
103.0
47.0
41
41
41
140.0
130.0
121.0
41
140.0
131.0
131.0
33.0
60.0
42
47.0
2.0
149.0
41
36.0
38.0
108.0
79.0
99.0
149.0
41
125.0
118.0
20.0
83.0
41
90.0
77.0
37.0
41
131.0
41
159.0
41
157.0
41
121.0
41
41
157.0
157.0
42.0
41
121.0
144.0
90.0
83.0
148.0
42
90.0
74.0
149.0
144.0
41
41
72.0
84.0
41
72.0
90.0
131.0
91.0
35.0
109.0
41
108.0
38.0
126.0
22.0
149.0
138.0
41
36.0
40.0
110.0
41
42.0
73.0
113.0
149.0
41
47.0
2.0
109.0
114.0
138.0
36.0
38.0
41
36.0
41
121.0
131.0
10.0
33.0
97.0
42.0
90.0
41
77.0
123.0
109.0
140.0
80.0
112.0
78.0
42
46.0
114.0
41
83.0
114.0
128.0
60.0
137.0
42.0
1.0
82.0
109.0
52.0
64.0
60.0
41
41
114.0
90.0
98.0
3.0
41
41
41
66.0
110.0
126.0
41
110.0
33.0
157.0
115.0
41
41
149.0
121.0
125.0
133.0
10.0
140.0
42
41
92.0
41
41
151.0
132.0
46.0
131.0
92.0
41
148.0
148.0
42
11.0
46.0
138.0
41
135.0
70.0
41
87.0
46.0
45.0
38.0
137.0
41
41
41
52.0
41
109.0
109.0
42
124.0
145.0
42
99.0
41
88.0
41
110.0
59.0
112.0
149.0
46.0
41
114.0
114.0
41
7.0
114.0
104.0
113.0
41
157.0
99.0
148.0
80.0
157.0
104.0
144.0
41
131.0
115.0
20.0
45.0
114.0
10.0
41
99.0
114.0
7.0
157.0
140.0
155.0
140.0
41
79.0
118.0
33.0
74.0
41
79.0
37.0
41
133.0
114.0
114.0
41
45.0
41
108.0
58.0
134.0
125.0
41
60.0
159.0
46.0
157.0
153.0
99.0
111.0
97.0
41
2.0
108.0
41
41
149.0
121.0
134.0
113.0
71.0
41
41
131.0
90.0
157.0
157.0
71.0
121.0
140.0
121.0
41
60.0
75.0
106.0
79.0
42
72.0
137.0
42
41
41
10.0
93.0
145.0
131.0
31.0
137.0
131.0
114.0
90.0
64.0
21.0
129.0
87.0
154.0
10.0
101.0
41
83.0
121.0
121.0
41
96.0
41
78.0
41
112.0
41
41
84.0
36.0
79.0
83.0
145.0
112.0
10.0
41
41
7.0
70.0
140.0
42
136.0
41
41
41
132.0
7.0
121.0
41
41
120.0
125.0
41
110.0
6.0
157.0
42.0
70.0
137.0
144.0
140.0
109.0
78.0
41
41
121.0
41
41
107.0
141.0
95.0
23.0
33.0
159.0
155.0
112.0
121.0
78.0
41
41
47.0
102.0
112.0
41
60.0
59.0
103.0
46.0
141.0
131.0
70.0
71.0
111.0
111.0
111.0
109.0
157.0
41
114.0
111.0
121.0
41
41
149.0
143.0
41
144.0
157.0
90.0
50.0
144.0
41
41
151.0
101.0
78.0
116.0
60.0
114.0
41
41
121.0
149.0
149.0
38.0
41
105.0
40.0
125.0
49.0
94.0
32.0
141.0
90.0
96.0
103.0
70.0
115.0
140.0
90.0
7.0
90.0
148.0
42
42
144.0
144.0
128.0
138.0
137.0
42.0
7.0
82.0
92.0
136.0
41
42
109.0
90.0
41
114.0
41
33.0
138.0
33.0
41
2.0
33.0
90.0
41
118.0
41
131.0
41
140.0
140.0
10.0
114.0
2.0
41
41
41
101.0
77.0
157.0
137.0
41
121.0
41
7.0
37.0
137.0
97.0
41
41
15.0
125.0
92.0
70.0
41
41
42
68.0
77.0
93.0
20.0
90.0
16.0
118.0
41
69.0
131.0
131.0
157.0
41
133.0
96.0
39.0
22.0
149.0
114.0
46.0
42
41
131.0
90.0
99.0
83.0
41
41
42.0
114.0
94.0
114.0
42
59.0
64.0
125.0
70.0
133.0
10.0
113.0
149.0
103.0
90.0
147.0
144.0
41
36.0
41
72.0
150.0
140.0
92.0
52.0
106.0
60.0
115.0
123.0
8.0
90.0
95.0
59.0
134.0
155.0
141.0
41
42
78.0
71.0
72.0
41
41
131.0
42
112.0
140.0
41
41
113.0
46.0
90.0
27.0
74.0
41
121.0
41
77.0
41
72.0
47.0
2.0
149.0
41
36.0
38.0
8.0
149.0
120.0
115.0
128.0
71.0
111.0
143.0
96.0
49.0
78.0
149.0
148.0
41
150.0
91.0
114.0
41
114.0
149.0
99.0
120.0
90.0
41
79.0
136.0
38.0
121.0
46.0
134.0
121.0
90.0
41
42
42
159.0
121.0
92.0
42
41
144.0
41
141.0
131.0
120.0
60.0
63.0
53.0
53.0
96.0
23.0
145.0
143.0
92.0
73.0
101.0
42
140.0
41
41
7.0
121.0
78.0
134.0
42
140.0
80.0
41
77.0
121.0
118.0
141.0
42
37.0
72.0
97.0
41
59.0
41
141.0
41
107.0
99.0
83.0
97.0
79.0
39.0
80.0
41
33.0
90.0
123.0
94.0
118.0
131.0
70.0
97.0
42
145.0
49.0
41
99.0
41
41
41
94.0
70.0
154.0
111.0
41
92.0
42.0
157.0
159.0
92.0
99.0
7.0
77.0
114.0
41
67.0
46.0
3.0
41
46.0
45.0
41
41
142.0
114.0
141.0
109.0
45.0
41
41
41
41
118.0
41
118.0
102.0
112.0
42
45.0
3.0
41
87.0
41
46.0
41
41
49.0
66.0
99.0
42
99.0
99.0
112.0
99.0
99.0
99.0
110.0
49.0
41
79.0
32.0
41
99.0
118.0
11.0
41
90.0
151.0
90.0
90.0
31.0
144.0
23.0
137.0
90.0
90.0
74.0
90.0
144.0
127.0
90.0
70.0
104.0
90.0
72.0
141.0
38.0
144.0
90.0
39.0
90.0
60.0
140.0
90.0
140.0
140.0
90.0
140.0
90.0
90.0
90.0
41
148.0
140.0
144.0
41
144.0
70.0
128.0
137.0
90.0
137.0
90.0
90.0
6.0
121.0
62.0
127.0
137.0
112.0
90.0
90.0
120.0
8.0
36.0
41
159.0
38.0
41
93.0
157.0
132.0
140.0
36.0
90.0
147.0
144.0
7.0
129.0
70.0
90.0
93.0
146.0
148.0
126.0
144.0
148.0
38.0
41
23.0
137.0
99.0
144.0
8.0
41
140.0
144.0
127.0
74.0
140.0
62.0
90.0
127.0
159.0
159.0
97.0
41
132.0
126.0
144.0
140.0
127.0
8.0
114.0
31.0
83.0
41
87.0
126.0
90.0
141.0
39.0
137.0
6.0
62.0
90.0
90.0
124.0
131.0
62.0
144.0
8.0
6.0
38.0
137.0
140.0
90.0
36.0
112.0
83.0
101.0
39.0
83.0
41
137.0
90.0
90.0
60.0
104.0
70.0
140.0
112.0
137.0
41
140.0
90.0
140.0
90.0
90.0
36.0
140.0
41
140.0
36.0
127.0
140.0
90.0
41
41
41
90.0
90.0
90.0
41
90.0
90.0
113.0
90.0
79.0
112.0
8.0
112.0
90.0
137.0
8.0
157.0
90.0
72.0
90.0
130.0
41
41
72.0
70.0
62.0
36.0
126.0
144.0
90.0
74.0
90.0
7.0
90.0
144.0
127.0
137.0
140.0
101.0
90.0
144.0
120.0
126.0
41
90.0
137.0
159.0
67.0
157.0
41
93.0
90.0
90.0
159.0
97.0
90.0
41
127.0
137.0
112.0
41
90.0
58.0
41
97.0
95.0
37.0
60.0
60.0
41
37.0
90.0
62.0
113.0
37.0
113.0
58.0
110.0
131.0
37.0
41
41
103.0
95.0
60.0
61.0
62.0
142.0
13.0
157.0
37.0
119.0
37.0
98.0
42
144.0
37.0
68.0
41
97.0
6.0
97.0
155.0
97.0
41
97.0
42
97.0
6.0
62.0
60.0
105.0
97.0
10.0
36.0
109.0
40.0
137.0
110.0
110.0
145.0
42
148.0
148.0
141.0
148.0
42
110.0
41
110.0
94.0
121.0
112.0
7.0
112.0
112.0
110.0
114.0
138.0
137.0
112.0
93.0
90.0
41
41
109.0
41
33.0
41
10.0
148.0
41
125.0
99.0
157.0
42.0
57.0
145.0
41
41
41
114.0
145.0
56.0
121.0
9.0
80.0
92.0
41
80.0
74.0
51.0
41
41
41
153.0
41
150.0
141.0
90.0
121.0
112.0
10.0
112.0
112.0
41
94.0
110.0
36.0
41
140.0
10.0
145.0
110.0
148.0
57.0
42
109.0
41
119.0
33.0
145.0
115.0
109.0
56.0
92.0
110.0
92.0
41
114.0
37.0
41
105.0
42
115.0
99.0
125.0
41
41
41
41
63.0
41
41
41
41
41
41
41
41
41
41
41
104.0
41
140.0
41
41
41
22.0
114.0
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
41
62.0
41
41
41
41
41
41
41
23.0
41
41
41
41
93.0
96.0
41
41
41
41
23.0
42
41
41
41
41
41
41
41
0.0
93.0
41
114.0
41
41
41
149.0
113.0
41
41
72.0
64.0
41
97.0
149.0
122.0
62.0
41
97.0
42
97.0
96.0
62.0
149.0
72.0
96.0
56.0
41
97.0
41
97.0
94.0
72.0
34.0
41
98.0
92.0
97.0
41
62.0
97.0
97.0
97.0
34.0
68.0
94.0
114.0
105.0
93.0
42
93.0
90.0
97.0
95.0
94.0
97.0
41
97.0
97.0
97.0
105.0
41
157.0
112.0
97.0
41
29.0
72.0
79.0
41
41
61.0
70.0
52.0
41
157.0
79.0
116.0
70.0
29.0
41
33.0
114.0
70.0
52.0
41
9.0
35.0
70.0
41
97.0
41
41
41
61.0
61.0
97.0
60.0
41
72.0
42
97.0
41
149.0
90.0
41
93.0
42
61.0
97.0
9.0
99.0
97.0
103.0
61.0
61.0
41
41
41
93.0
41
62.0
80.0
93.0
93.0
41
114.0
126.0
41
159.0
41
33.0
102.0
72.0
114.0
42
41
125.0
41
155.0
155.0
41
42
72.0
144.0
41
114.0
105.0
41
41
41
101.0
41
41
41
159.0
41
41
69.0
41
42
117.0
41
41
107.0
41
41
41
41
114.0
41
99.0
84.0
41
112.0
116.0
41
100.0
113.0
41
104.0
42
41
60.0
118.0
95.0
74.0
42
44.0
3.0
113.0
99.0
41
41
100.0
95.0
35.0
117.0
41
112.0
52.0
41
157.0
7.0
41
149.0
42
47.0
95.0
72.0
41
70.0
112.0
109.0
105.0
149.0
105.0
119.0
105.0
111.0
118.0
112.0
139.0
41
104.0
41
119.0
105.0
35.0
119.0
115.0
158.0
41
84.0
7.0
92.0
149.0
137.0
118.0
112.0
97.0
97.0
119.0
112.0
42
41
55.0
117.0
41
117.0
100.0
117.0
117.0
117.0
7.0
96.0
41
97.0
115.0
97.0
42
118.0
41
116.0
97.0
116.0
70.0
97.0
158.0
92.0
41
41
80.0
97.0
149.0
105.0
80.0
63.0
41
61.0
41
97.0
42
42
127.0
42
97.0
63.0
118.0
42
41
41
97.0
41
118.0
41
95.0
93.0
97.0
41
157.0
41
63.0
97.0
97.0
93.0
42
41
114.0
97.0
94.0
95.0
97.0
97.0
97.0
97.0
102.0
105.0
117.0
118.0
118.0
100.0
117.0
63.0
2.0
105.0
105.0
42
121.0
41
105.0
41
102.0
118.0
105.0
105.0
47.0
3.0
112.0
41
41
42
6.0
102.0
102.0
37.0
131.0
64.0
84.0
95.0
63.0
61.0
131.0
41
131.0
97.0
41
41
41
116.0
41
61.0
103.0
112.0
41
37.0
63.0
45.0
101.0
42
41
41
41
64.0
42
42
102.0
77.0
41
70.0
41
97.0
63.0
105.0
127.0
41
63.0
97.0
97.0
126.0
41
41
131.0
42
126.0
126.0
41
90.0
158.0
105.0
41
60.0
92.0
7.0
140.0
115.0
101.0
134.0
70.0
41
60.0
114.0
41
153.0
140.0
153.0
41
7.0
134.0
41
145.0
134.0
77.0
99.0
140.0
41
33.0
97.0
99.0
3.0
103.0
41
101.0
148.0
70.0
140.0
8.0
10.0
64.0
42.0
99.0
140.0
41
41
59.0
59.0
41
10.0
8.0
41
63.0
92.0
41
92.0
90.0
70.0
42
95.0
99.0
42
41
46.0
41
79.0
90.0
113.0
129.0
41
41
96.0
96.0
41
129.0
125.0
9.0
150.0
112.0
41
41
141.0
67.0
121.0
97.0
141.0
97.0
113.0
125.0
125.0
41
111.0
62.0
97.0
97.0
145.0
97.0
35.0
41
110.0
41
41
41
41
42
1.0
36.0
126.0
120.0
41
144.0
159.0
116.0
120.0
42
134.0
90.0
158.0
101.0
41
83.0
42
148.0
114.0
0.0
155.0
142.0
90.0
42
42
68.0
89.0
41
41
126.0
159.0
121.0
131.0
159.0
41
41
41
142.0
94.0
148.0
42
74.0
42
68.0
155.0
41
136.0
77.0
140.0
90.0
90.0
42
41
41
42
41
41
37.0
41
77.0
70.0
116.0
7.0
116.0
41
41
42
8.0
114.0
155.0
35.0
87.0
87.0
59.0
121.0
42
41
60.0
101.0
51.0
89.0
42
77.0
77.0
41
41
83.0
144.0
151.0
74.0
42
90.0
155.0
137.0
41
140.0
111.0
93.0
41
41
96.0
41
41
148.0
1.0
144.0
140.0
90.0
90.0
42
90.0
90.0
90.0
90.0
90.0
79.0
36.0
41
42
109.0
137.0
131.0
83.0
42
90.0
90.0
90.0
41
7.0
121.0
41
77.0
155.0
41
142.0
97.0
42
140.0
90.0
41
42
79.0
77.0
90.0
42
41
90.0
